TNAME	SUBKINGDOM	INFRAKINGDOM	SUPERPHYLUM	PHYLUM	SUBPHYLUM	INFRAPHYLUM	SUPERCLASS	CLASS	SUBCLASS	INFRACLASS	SUPERORDER	ORDER	SUBORDER	INFRAORDER	SUPERFAMILY	FAMILY	SUBFAMILY	TRIBE	SUBTRIBE	GENUS	SPECIES	NUMOCC	otufin	otufin2
DONCRICOTOPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	DONCRICOTOPUS	NA	1	DONCRICOTOPUS	DONCRICOTOPUS
EPOICOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EPOICOCLADIUS	NA	3	EPOICOCLADIUS	EPOICOCLADIUS
EUKIEFFERIELLA.BREHMI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	EUKIEFFERIELLA.BREHMI	252	EUKIEFFERIELLA.BREHMI	EUKIEFFERIELLA.BREHMI
EUKIEFFERIELLA.BREVICALCAR	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	EUKIEFFERIELLA.BREVICALCAR	13	EUKIEFFERIELLA.BREVICALCAR	EUKIEFFERIELLA.BREVICALCAR
EUKIEFFERIELLA.CLARIPENNIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	EUKIEFFERIELLA.CLARIPENNIS	357	EUKIEFFERIELLA.CLARIPENNIS	EUKIEFFERIELLA.CLARIPENNIS
EUKIEFFERIELLA.DEVONICA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	EUKIEFFERIELLA.DEVONICA	271	EUKIEFFERIELLA.DEVONICA	EUKIEFFERIELLA.DEVONICA
EUKIEFFERIELLA.GRACEI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	EUKIEFFERIELLA.GRACEI	11	EUKIEFFERIELLA.GRACEI	EUKIEFFERIELLA.GRACEI
EUKIEFFERIELLA.PSEUDOMONTANA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	EUKIEFFERIELLA.PSEUDOMONTANA	166	EUKIEFFERIELLA.PSEUDOMONTANA	EUKIEFFERIELLA.PSEUDOMONTANA
EUKIEFFERIELLA.TIROLENSIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	EUKIEFFERIELLA.TIROLENSIS	80	EUKIEFFERIELLA.TIROLENSIS	EUKIEFFERIELLA.TIROLENSIS
EUKIEFFERIELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	EUKIEFFERIELLA	NA	7	EUKIEFFERIELLA	NA
HELENIELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	HELENIELLA	NA	51	HELENIELLA	HELENIELLA
HETEROTRISSOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	HETEROTRISSOCLADIUS	NA	30	HETEROTRISSOCLADIUS	HETEROTRISSOCLADIUS
HYDROBAENUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	HYDROBAENUS	NA	1	HYDROBAENUS	HYDROBAENUS
KRENOSMITTIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	KRENOSMITTIA	NA	4	KRENOSMITTIA	KRENOSMITTIA
LIMNOPHYES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	LIMNOPHYES	NA	117	LIMNOPHYES	LIMNOPHYES
LOPESCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	LOPESCLADIUS	NA	61	LOPESCLADIUS	LOPESCLADIUS
METRIOCNEMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	METRIOCNEMUS	NA	2	METRIOCNEMUS	METRIOCNEMUS
NANOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	NANOCLADIUS	NA	131	NANOCLADIUS	NANOCLADIUS
NEOZAVRELIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	NEOZAVRELIA	NA	15	NEOZAVRELIA	NEOZAVRELIA
ORTHOCLADIUS.ANNECTENS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ORTHOCLADIUS	ORTHOCLADIUS.ANNECTENS	6	ORTHOCLADIUS.ANNECTENS	ORTHOCLADIUS
ORTHOCLADIUS.DUBITATUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ORTHOCLADIUS	ORTHOCLADIUS.DUBITATUS	3	ORTHOCLADIUS.DUBITATUS	ORTHOCLADIUS
ORTHOCLADIUS.EUORTHOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ORTHOCLADIUS	ORTHOCLADIUS.EUORTHOCLADIUS	93	ORTHOCLADIUS.EUORTHOCLADIUS	ORTHOCLADIUS
ORTHOCLADIUS.LIGNICOLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ORTHOCLADIUS	ORTHOCLADIUS.LIGNICOLA	64	ORTHOCLADIUS.LIGNICOLA	ORTHOCLADIUS
ORTHOCLADIUS.OBUMBRATUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ORTHOCLADIUS	ORTHOCLADIUS.OBUMBRATUS	8	ORTHOCLADIUS.OBUMBRATUS	ORTHOCLADIUS
ORTHOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ORTHOCLADIUS	NA	348	ORTHOCLADIUS	ORTHOCLADIUS
PARACHAETOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PARACHAETOCLADIUS	NA	288	PARACHAETOCLADIUS	PARACHAETOCLADIUS
PARACRICOTOPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PARACRICOTOPUS	NA	6	PARACRICOTOPUS	PARACRICOTOPUS
PARAKIEFFERIELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PARAKIEFFERIELLA	NA	23	PARAKIEFFERIELLA	PARAKIEFFERIELLA
PARALIMNOPHYES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PARALIMNOPHYES	NA	15	PARALIMNOPHYES	PARALIMNOPHYES
PARAMETRIOCNEMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PARAMETRIOCNEMUS	NA	948	PARAMETRIOCNEMUS	PARAMETRIOCNEMUS
PARAPHAENOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PARAPHAENOCLADIUS	NA	44	PARAPHAENOCLADIUS	PARAPHAENOCLADIUS
PARATRICHOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PARATRICHOCLADIUS	NA	6	PARATRICHOCLADIUS	PARATRICHOCLADIUS
PLATYSMITTIA.FIMBRIATA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PLATYSMITTIA	PLATYSMITTIA.FIMBRIATA	12	PLATYSMITTIA.FIMBRIATA	PLATYSMITTIA.FIMBRIATA
PSECTROCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PSECTROCLADIUS	NA	38	PSECTROCLADIUS	PSECTROCLADIUS
PSEUDORTHOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PSEUDORTHOCLADIUS	NA	2	PSEUDORTHOCLADIUS	PSEUDORTHOCLADIUS
PSILOMETRIOCNEMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	PSILOMETRIOCNEMUS	NA	8	PSILOMETRIOCNEMUS	PSILOMETRIOCNEMUS
RHEOCRICOTOPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	RHEOCRICOTOPUS	NA	251	RHEOCRICOTOPUS	RHEOCRICOTOPUS
STILOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	STILOCLADIUS	NA	55	STILOCLADIUS	STILOCLADIUS
SYMBIOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	SYMBIOCLADIUS	NA	3	SYMBIOCLADIUS	SYMBIOCLADIUS
SYNORTHOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	SYNORTHOCLADIUS	NA	76	SYNORTHOCLADIUS	SYNORTHOCLADIUS
THIENEMANNIELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	THIENEMANNIELLA	NA	454	THIENEMANNIELLA	THIENEMANNIELLA
TVETENIA.BAVARICA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	TVETENIA	TVETENIA.BAVARICA	1056	TVETENIA.BAVARICA	TVETENIA.BAVARICA
TVETENIA.VITRACIES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	TVETENIA	TVETENIA.VITRACIES	333	TVETENIA.VITRACIES	TVETENIA.VITRACIES
TVETENIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	TVETENIA	NA	1	TVETENIA	NA
UNNIELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	UNNIELLA	NA	1	UNNIELLA	UNNIELLA
XYLOTOPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	XYLOTOPUS	NA	10	XYLOTOPUS	XYLOTOPUS
ZALUTSCHIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ZALUTSCHIA	NA	2	ZALUTSCHIA	ZALUTSCHIA
BOREOCHLUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	PODONOMINAE	BOREOCHLINI	NA	BOREOCHLUS	NA	1	BOREOCHLUS	BOREOCHLUS
PARABOREOCHLUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	PODONOMINAE	BOREOCHLINI	NA	PARABOREOCHLUS	NA	2	PARABOREOCHLUS	PARABOREOCHLUS
PAROCHLUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	PODONOMINAE	PODONOMINI	NA	PAROCHLUS	NA	2	PAROCHLUS	PAROCHLUS
MONODIAMESA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	PRODIAMESINAE	NA	NA	MONODIAMESA	NA	1	MONODIAMESA	MONODIAMESA
ODONTOMESA.FULVA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	PRODIAMESINAE	NA	NA	ODONTOMESA	ODONTOMESA.FULVA	10	ODONTOMESA.FULVA	ODONTOMESA.FULVA
PRODIAMESA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	PRODIAMESINAE	NA	NA	PRODIAMESA	NA	6	PRODIAMESA	PRODIAMESA
CLINOTANYPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	COELOTANYPODINI	NA	CLINOTANYPUS	NA	23	CLINOTANYPUS	CLINOTANYPUS
APSECTROTANYPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	MACROPELOPIINI	NA	APSECTROTANYPUS	NA	12	APSECTROTANYPUS	APSECTROTANYPUS
BRUNDINIELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	MACROPELOPIINI	NA	BRUNDINIELLA	NA	21	BRUNDINIELLA	BRUNDINIELLA
MACROPELOPIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	MACROPELOPIINI	NA	MACROPELOPIA	NA	2	MACROPELOPIA	MACROPELOPIA
NATARSIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	NATARSIINI	NA	NATARSIA	NA	61	NATARSIA	NATARSIA
ABLABESMYIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	ABLABESMYIA	NA	33	ABLABESMYIA	ABLABESMYIA
KRENOPELOPIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	KRENOPELOPIA	NA	1	KRENOPELOPIA	KRENOPELOPIA
LABRUNDINIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	LABRUNDINIA	NA	25	LABRUNDINIA	LABRUNDINIA
LARSIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	LARSIA	NA	51	LARSIA	LARSIA
MONOPELOPIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	MONOPELOPIA	NA	1	MONOPELOPIA	MONOPELOPIA
NILOTANYPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	NILOTANYPUS	NA	14	NILOTANYPUS	NILOTANYPUS
PARAMERINA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	PARAMERINA	NA	81	PARAMERINA	PARAMERINA
THIENEMANNIMYIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	THIENEMANNIMYIA	NA	833	THIENEMANNIMYIA	THIENEMANNIMYIA
TRISSOPELOPIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	TRISSOPELOPIA	NA	28	TRISSOPELOPIA	TRISSOPELOPIA
